House_Age,Number_of_Occupants,Temperature,Humidity,Day_of_Week,Is_Holiday,Appliance_Usage,Outdoor_Light_Intensity,Window_Open,Hour_of_Day,AC_Usage,Heater_Usage,Total_Energy_Consumption
45,6,22.451209894958485,49.880507728452386,4,0,1.9932981859751306,2274.1154392586122,1,22,2.2541605343597695,1.501590039942101,6.32
22,1,24.66830403054137,40.057674869772626,4,0,2.887505790580915,5099.156241349004,0,20,2.0669404650902083,1.6317126894024936,6.68
23,5,36.27341551169409,98.68487569170742,4,0,3.3611238033136814,3101.5023160210135,1,1,0.2189087438688193,0.8859859046267644,6.8
3,1,14.7572864330208,73.67925189399325,5,0,3.8541859939423233,4277.632755979118,1,22,2.7104959708945735,0.023261820588446835,7.63
42,4,10.0,50.438888249115095,3,0,3.485770640204094,2815.7303220993726,1,5,0.3543815280724135,1.570779157526725,6.5
34,3,16.94928792581234,56.947288609636594,1,0,1.3850616629845947,3387.7879719296498,1,0,0.5278321257375258,1.373994393107632,5.09
32,1,21.84937008011569,30.953495719047368,5,0,1.3838931953103208,4846.595532105624,1,13,3.0,0.9020158975316205,5.65
45,6,25.327449066767926,61.02693449371255,1,0,3.2649269885327166,6822.849746252322,1,0,0.21125548091184687,0.9425010569432297,5.92
49,2,22.482330123161695,66.12022313338514,1,0,2.115378660235243,2922.599237239261,1,17,2.6425429591364655,2.2504015945361,7.59
21,3,21.23904248906181,44.98707181261864,1,0,1.516143053540385,5499.321760815225,1,21,0.4530291252649771,1.576772374852643,4.65
46,4,29.683342077621592,48.26249961874934,6,0,3.6883426294115473,5608.005408834413,0,22,0.0,0.0,5.08
44,6,18.045587004554925,41.338799080901396,4,0,2.130328378087971,4765.2540882284475,0,13,1.738699182653436,0.45734057344966234,4.9
21,3,30.31259032158312,75.77251128584301,1,0,4.130369967864308,4920.794098110142,1,22,0.686637034428512,0.0,6.45
44,6,25.102670448145457,75.01138715951421,6,0,2.0595243237556136,3151.3005945320638,1,12,0.5852046377952231,0.2104141114318172,4.59
11,1,29.498045939902376,60.871976499008014,2,0,1.7531870965098548,2836.6695516571676,0,11,1.741721568186482,0.0,4.73
39,6,17.28540308917126,57.01321240211801,3,0,2.4356465318386724,3432.408234809052,1,11,0.22266587843442054,0.8305411908753515,5.25
4,4,20.239014683078146,36.27802181519602,1,0,3.2582690987509784,4320.034242427957,1,23,0.7347032316369206,0.26032114596470635,5.2
1,2,14.69374987174733,44.23771362652421,4,0,2.7929306529304467,3638.3745743682985,0,18,0.9191140078537613,0.5001450073252743,5.31
28,1,23.50097619386252,50.63635429617036,1,1,4.391678745694136,3103.6156707558325,0,2,0.6004450728324642,0.9374404235611691,6.81
24,1,23.604662425814695,44.9447657854728,3,1,2.671504271140268,3156.7571937583334,1,17,0.20049855776369796,0.593974372194758,4.58
35,4,32.04252867144389,63.459225527389165,0,0,2.3234738252741045,3635.103674360547,0,3,1.681520732871856,1.237579314948565,6.03
13,4,22.40406592303807,30.420072020134626,0,0,4.009155002356417,5032.215492370002,1,14,0.1958239147010159,0.9492586532433304,5.89
47,3,14.413653013471016,35.66195695400084,5,0,3.09519585445667,2705.423395042151,1,15,1.1445643594591381,0.6855287213739256,5.78
34,2,26.720967397065316,45.54854981560975,4,0,2.0864200887817956,4679.314388742647,0,18,0.7279004710936596,0.694486523865107,4.28
11,6,17.43334123747068,31.403732296266043,4,0,2.7386090191715726,4630.060253079844,1,7,1.2302472946728404,0.845549914315373,5.78
36,3,15.652497912564213,70.00935441263076,4,0,2.7181651626035115,3373.01830480209,1,21,3.0,0.9368091116746821,7.73
17,6,25.5099002788185,72.09046774473839,1,0,2.2945677787246765,4355.111316330102,1,21,3.0,0.5038459466308789,7.01
35,6,18.16065096998864,29.59016030344717,3,0,2.6824160337161462,5423.616555039625,0,10,0.7613575957417643,0.0,4.4
18,6,19.005495016817584,59.34815720986989,3,0,1.212387566462285,3610.939039687125,0,3,0.9691462107712245,1.37381803381389,4.84
40,3,29.012438970537964,48.946943123816595,3,0,2.1439860656333147,3073.2304285174337,0,22,1.9247877764705508,1.267516996068143,6.21
22,1,24.56780144055326,54.84198852731424,0,0,2.931257132555123,2845.3033819021402,0,15,0.5521918298164219,1.1061226253405958,6.02
24,4,24.98507839469137,63.017074321902676,3,0,1.9717524222975789,2986.0006333918814,1,15,1.1827888749475939,0.8880995331094375,5.58
19,1,15.117828236419111,24.090786384566027,4,0,1.608459531330863,4948.968944303133,1,19,2.21240993605133,1.2975846176677188,4.8
37,2,25.527722337310795,71.03882774975253,6,0,2.4593564698213037,3931.4509412370594,0,14,3.0,0.0,6.24
39,3,20.612856458354674,62.82042802937154,1,0,2.027280736359117,2077.49672185303,0,17,0.07073921313550269,0.7944168266846885,4.36
21,2,19.779440023108098,71.29956217948222,0,0,1.1779107700426847,5505.719620497031,0,0,1.0472039012326544,1.0894705508784057,4.81
8,4,24.04247415228623,27.193183378098652,5,0,1.2028750145791685,3783.2677130961106,0,3,1.6688840541572851,0.6187528469475727,4.13
28,4,22.041575526140672,54.49453312088926,1,0,2.908079919827666,4576.115903430115,0,11,0.0,0.9714263258890762,5.41
5,5,14.683597002040315,63.05379929983823,2,0,2.590566958367431,4721.854624303516,0,11,1.3689500151272087,1.1808790282279602,6.77
17,2,26.760011881551883,61.53314954191362,6,0,2.8140309390700033,2999.0059992723227,0,16,2.1414387901132317,1.401834266636211,7.43
37,1,27.237727172929915,67.80905528178096,4,0,2.2013536764849224,2523.4151580682014,0,23,2.2137210328530115,1.085419353860135,7.04
36,2,19.063261898635623,61.835938805042396,0,0,0.9865919255206155,2839.7190160266746,1,22,1.795223824757751,0.13204995601133673,3.94
19,3,25.044557774515553,25.77178383830129,4,0,1.6258685911291537,3765.8961106474826,1,16,0.7197626714864942,1.0013875479941687,4.44
27,4,26.567503558421215,72.28385769738108,1,0,2.1780614914370755,4525.06542296906,1,6,0.15697269254302393,0.0,3.86
34,4,12.656653721302327,47.7893925642562,3,1,2.936090017615472,6236.091460596299,0,15,2.2694930722821867,0.3143357669422674,6.7
11,2,19.423827165055112,58.0208996622487,6,0,0.7513827176986245,5077.3118248423825,1,23,0.8442751381272714,1.005535356751386,3.54
45,2,11.1130243617112,78.30812876066233,2,0,0.5,1642.2655314383292,1,12,0.2451569823711579,0.08356263422068244,3.04
47,6,25.170218666102794,54.862803706109794,4,0,3.948917245437922,3816.994955905726,0,14,2.588277188996066,1.1112509580085026,8.87
12,2,24.232530482908125,49.749439446082825,2,0,3.09788032975404,1270.3919505818399,0,20,2.108886808908574,0.5137193450118446,6.46
21,6,18.723592329652828,37.54769915337194,1,0,1.6239181070416249,5152.592736750619,0,22,0.5876198245879948,1.4831724769156551,5.21
11,3,21.24881746252726,35.02439672411984,4,0,2.2653259114816784,3760.9739010235767,0,19,1.2492595909970434,1.727799451272529,5.76
39,3,20.159362572223415,36.87847053695133,3,0,2.0787723723010783,4042.3683879931395,1,12,1.0213244383235272,1.3247246392372674,5.2
28,1,11.798292828306046,54.453851457950876,2,0,2.789663187245244,3716.4898747612156,0,14,0.25732721973294026,1.136602162484736,5.52
5,2,28.50162805121564,87.85424184634168,0,0,1.9925890261603896,4090.6536445080988,1,4,0.3500901362276425,1.7648097158790805,5.79
17,1,23.27587458897299,50.38090334353678,5,0,1.3513996802665613,3177.234352329356,0,13,0.0,1.703617270194414,4.15
20,5,21.278647961755066,54.56194002264595,1,0,2.9893125612594527,4117.837693273661,0,18,2.0309240354438662,0.3121493084192246,6.01
41,3,21.311060933493604,65.3871721247221,4,0,4.3143962703271885,2859.834044448579,1,23,0.10330885268014456,0.7964919634156009,6.12
46,4,25.538653333899326,44.47083797454545,0,0,3.02978806988964,4349.157032630029,0,3,0.05125786700839108,1.0260195379743382,5.1
12,6,14.065850209949389,75.59883813455117,3,0,2.5750742505549193,4324.647268138164,0,8,0.5259040977490492,1.7062736604062279,6.43
6,5,17.623145023562607,47.6690184441267,3,0,2.2857396039542786,4574.078998023642,0,8,0.0,0.4576823455425349,4.19
17,4,23.064836700973117,73.39163520039484,2,0,1.7112552949836959,3881.1759808435645,0,10,0.481022019157369,1.4331717958327963,5.77
19,5,27.57786432409305,64.00947229612783,1,0,2.0924369895004418,5246.890416870397,0,16,2.636053250630182,0.7056927216536454,6.81
26,1,10.0,56.29146989163507,5,0,2.892341264563502,6182.255845849859,1,13,1.6141631110274592,1.0257667946875286,6.66
48,1,26.980361695594826,45.871115267163304,4,0,3.6872322624816816,2159.1445109759725,0,2,0.9219590920635247,0.990793516632843,6.19
44,6,18.459912790877528,69.17096273082335,6,0,3.731893571543763,2479.7961032432067,0,14,0.9390615758241966,0.8636955137244803,7.04
44,3,20.567123465318872,53.328655933980485,0,0,2.6703713691568653,3794.8830897729367,0,5,1.647999881300312,1.2176956441148725,6.26
32,6,22.169058481156778,47.394514586788155,4,1,2.6867966404843413,3457.6481084049365,1,6,0.5235696931983378,0.7183814005174017,5.25
6,4,16.47580752113575,78.85812471258447,0,0,2.5522165789984905,4569.982589182523,1,1,0.6288823651554456,1.6622116824909408,6.81
36,5,15.798703663798438,23.316913485811565,1,0,3.071011262390567,4570.518785910524,1,14,0.9479244848607835,1.5807480663170907,5.92
38,6,23.037719371781986,77.69764323604366,3,0,2.548093172373065,4359.718516633921,0,2,1.7685984216114872,1.1012867798356407,6.97
11,2,31.47422522776346,85.44195299664224,3,0,2.5644686614759076,2008.193593660065,0,16,1.387300783439236,0.8284082393597217,6.2
33,2,17.269035986702495,41.638050422940154,4,0,1.6397720145924992,4235.486058244572,0,18,2.174885563642677,0.5471607336252569,5.04
24,3,17.22971064763258,45.152971096291,4,0,1.6159793218152934,6222.293192498953,1,1,0.42703133837105023,0.6033780279507038,4.05
23,6,15.881313173021724,38.26726654202555,2,0,1.8088562220019253,4619.640714913814,0,6,0.26722561566162506,2.1742515291631603,5.12
15,4,20.872223536647894,68.0805594046925,0,0,2.7399228112107563,3920.2353149351093,1,19,0.9173676978097762,1.472871604816846,6.22
27,2,17.08678477299964,45.39660345453048,2,0,2.1935999460400564,4741.731837094642,1,17,1.690987076662445,0.3155324990504605,4.4
11,3,17.19442110965493,53.14967466921072,0,0,5.08237817423145,2962.199616648166,0,0,0.0,0.7616123679581628,7.09
17,6,23.050872587266255,64.54194833692101,1,1,2.887929972450926,4501.017874073568,0,0,1.32273897185997,1.0645701778704983,6.6
14,3,14.77728287145272,30.895088999624154,4,0,4.070807596502175,3974.6467471353067,0,4,2.095035723024761,0.0,6.54
27,4,30.11154516446296,31.951985431986436,5,0,3.984745668755541,2627.551105235557,0,2,0.9069129657327549,1.9102329867309664,7.27
18,2,16.121175658342324,60.012985006059964,0,0,2.9246698293919526,4294.799714762174,0,22,1.2860581641216808,2.095814900049275,7.88
28,2,27.65718872484345,49.224430348756044,3,0,2.4591612661274165,4052.7854264653356,0,0,1.9378216985765848,1.174068590024501,6.13
47,2,31.864907852850454,40.11886409453281,1,0,1.6010076779939264,4968.827127353093,1,10,0.7768410123394486,0.8404513378080334,3.85
47,1,27.99043981744854,55.005129810666496,3,0,1.8981356351919687,4159.6708690518,0,10,0.9394789929359354,1.2361030498515753,4.97
4,2,27.368942378145864,53.161112101287046,1,1,3.3403687069903425,4247.6613962263655,1,16,0.5222782468670855,0.0,4.72
7,5,25.980802113189664,41.344008414217726,0,0,2.7696486656423347,4178.370008538191,0,21,0.9003401982581035,0.6564663141433132,5.44
45,1,23.068857737744178,57.382456565845,3,0,1.8575500971879364,4160.432427820266,0,6,0.3701860759116665,0.7645404470994908,4.28
35,6,27.89401856463717,40.082869971860504,6,1,2.292579159378989,5367.227667953244,1,22,0.0,0.3972205699774374,3.37
48,1,20.69707623091902,65.78481619442827,5,0,2.8294506316617545,4859.387092971472,0,21,1.9349848361839075,0.5448270685211986,6.56
9,1,26.326109475362564,52.04512495012749,5,0,2.5248082631052995,2874.402261817875,0,20,0.9405466604751083,0.7328952166284017,4.79
8,1,27.538902934484884,82.59727563233456,0,0,2.2618305173908797,3849.2894180770654,1,3,1.3156544023479708,2.1354665597765687,7.07
45,3,24.54256170321957,35.44344076016958,2,0,2.4452075174985564,2310.1258268298616,0,7,1.4482265928519413,1.2158159257930659,5.93
17,5,20.653515646929492,46.13532947486729,1,0,0.5,5789.422355493068,0,10,0.018606643281685376,0.6158183428144502,2.73
17,4,24.44064517729614,69.00161219535585,4,1,2.518207222281559,3164.0460559305066,1,19,1.1670107432162862,1.7723629883343488,6.66
49,2,20.153286269120112,39.23499735089036,3,1,1.4417161071196654,3087.2716571643687,0,1,1.863180500165854,0.949814246756109,4.53
33,1,19.28089358849308,55.49443947497822,5,0,2.8634756791641687,6190.549008321668,1,5,1.8663404057332817,1.1442970616119832,6.52
32,4,25.938350767177027,25.33545538316444,0,0,2.633961769312039,3284.704011456389,0,22,0.8087895901248786,0.036596880948182475,4.06
8,3,22.731011293806098,38.93955175650117,3,0,3.248406315912491,2860.126975067602,0,8,2.1932018062711025,1.8458134590150566,7.46
19,4,25.878863239275198,40.98994746012655,0,0,3.2581860625230914,4790.271807541293,1,6,1.8449348354396378,0.0,5.81
38,1,22.762938209628135,52.43733795383468,2,0,4.219646381240197,3989.355614869396,0,14,0.3809914861292182,1.0072332516670632,6.95
3,6,24.547437131647307,69.86730059457219,4,0,0.5168660083921377,2927.0201852317196,1,4,2.952497343248279,0.7602103610087612,5.72
5,5,28.99162605355056,50.920488984026946,3,0,2.3739418391677676,4404.032565193186,0,19,0.2763014666151,1.2747885949308622,5.53
13,4,21.189470698712913,50.14331787782798,6,0,0.5,4752.618445803955,0,11,0.23890625960591638,1.2287359424397801,3.52
47,1,19.98212905927408,42.94552638356234,3,0,2.990696582583862,5035.78123214604,0,4,2.0526237978335438,1.617605878291224,7.3
46,1,24.148879170426905,37.852780344311384,0,0,2.3329697836212766,4304.813307030505,0,5,0.8604839442036838,0.5556137853597062,4.19
31,2,10.0,70.27509623392234,0,0,2.02923891788475,5064.70548027557,0,15,0.20651061910606394,0.8542154353546277,4.92
16,6,25.544329588972076,57.64054948806181,3,0,2.767018498373989,5016.055452393431,1,8,0.5591677258661074,1.0917843892470347,6.02
32,2,17.68942135787746,50.143606683082204,5,0,1.4471446219140867,3444.400207946322,0,11,2.4252070297101014,1.6633734572427818,6.7
22,6,30.379525716805883,79.04167462319107,2,0,4.347848221872725,6049.097995488454,1,21,2.400046023412515,0.19748189362433222,8.22
29,5,25.94874101469236,20.0,3,1,2.255583417052466,4781.277972412787,0,21,0.08306155758778144,1.3078368020198905,4.49
22,2,26.58044236075615,70.3300161664794,1,0,2.576533269905357,5673.6493887691395,0,11,1.0128820232003293,1.1985740483171174,6.06
43,5,26.698432024548755,31.407117562080042,6,0,2.3714739629716157,3833.7810787037333,0,0,0.8868593604761003,0.5751086126482068,4.79
3,3,19.703994830973734,56.99077935665383,6,0,3.4224098505615395,5016.202002048227,0,12,1.2261295717540652,0.9424277713699848,6.54
10,3,20.699543545374972,69.47130897489504,5,0,1.2977953548927375,4326.833242227299,1,10,1.2947238952050544,0.812287762088258,4.62
42,6,13.540483644338584,28.214123848198984,6,0,3.3282087409684498,5164.031778666349,0,19,0.5956540487954316,0.9256730210137929,5.58
21,6,29.472590739584437,73.54038459244804,6,0,1.981435333586543,3497.273139155479,0,9,1.1539045148158689,0.3665963225333785,5.51
16,2,15.559089281650833,52.93611817057492,1,1,1.9901666882798212,3332.944601999876,1,11,2.3623204215076687,0.254994176282883,5.74
12,3,21.92585020795345,42.94545120543731,3,0,3.3793929731628176,5479.142993744364,1,7,0.8745749677773696,0.8526863429990744,6.16
2,4,28.12520321692344,58.326592834743515,2,0,2.231797284879787,4291.550457512907,0,22,1.859547250277719,0.49915136351718664,5.59
41,4,29.671225264611365,62.83842455174222,5,0,3.1137818208145776,5179.109395129407,1,3,2.0294989046609846,1.0965089134207906,7.05
24,4,20.745787255470077,90.58900849205273,0,0,3.1324537231817966,2306.338710739694,0,20,1.8216141525393823,0.8155829982663295,7.44
35,3,13.469573817880255,52.12062636211139,5,0,2.15086405561589,3033.1303651531284,1,13,1.4236314993277095,0.0,4.23
30,4,23.155363650977687,67.69345488121235,6,0,2.7329399134620043,3372.5430937171295,0,0,0.2858402640893223,1.3086669869191017,6.05
30,5,23.6656767090917,56.801718500412704,0,0,2.0161040723956556,5557.583892934381,1,3,1.4959669266740474,0.9485399019994966,5.67
47,1,24.119753714662593,60.33081651006773,3,0,2.4804343261067814,5511.712701994524,1,14,0.47710779306251916,0.9587055839145593,4.93
35,6,20.47220715869569,51.212584052270934,4,0,2.9736854475400114,4105.094403493186,0,22,0.5909643023461664,0.7340403878305426,6.13
19,2,21.309692725201963,43.61516232287147,0,0,1.5432462795375186,4577.186064839218,0,11,1.8350649861175001,0.4510182269952683,4.6
8,5,18.529777784925322,60.76410951762241,1,0,2.940293223556476,4201.918160837583,1,19,0.0,2.023670651027548,6.56
26,4,22.793577983751344,40.0570197707134,1,0,2.8176633203800003,2803.1377452548286,0,17,0.17180027870563985,1.204759826223757,5.12
49,1,26.008958170654164,24.95145217330615,4,0,1.0110004839615432,4071.5720143764597,1,15,1.6275786659347684,0.0,2.71
40,2,23.316249369815264,56.607985370095435,6,1,1.7539224388370611,2916.0111601349404,0,1,0.0,0.09937137724264467,2.96
7,5,21.780188612479648,42.62645012389897,6,0,1.8085187483756375,3542.7907479437927,0,23,0.6386848397839833,0.705830576244201,3.83
30,2,27.61903210870906,50.646986370558515,4,1,2.055611670557087,3730.582269847323,0,15,0.45792565398002927,0.5378372998917496,4.28
7,6,23.28260786499207,29.983637036300617,6,0,1.544108832702845,5980.9175802429345,0,2,0.0,0.0,2.27
3,3,22.155011364703885,69.30094490651103,6,0,3.4391595622223368,4189.365964153621,1,10,0.7708940663014153,0.5509246760110573,6.31
1,4,22.388331114710144,20.0,1,0,3.5605358991879985,3511.2003260737806,1,23,1.3960927892553365,1.163540058225544,6.47
36,5,15.948126231326285,61.404299763195716,3,0,1.7121227224207016,4736.460213672771,0,6,0.9300350955156774,1.7419837052787017,6.08
25,5,16.54965265630254,62.8971562958388,6,0,1.3458299921261576,3207.138560735336,1,10,0.22353659034705253,0.8460259021955978,4.1
37,1,21.37882877321156,57.99318673902183,3,0,2.486661085363531,7188.949704011183,0,13,0.3436018144808667,0.582275898602856,5.11
1,1,18.31291861042689,70.43196636863813,3,0,3.8301886368073967,4516.144800682457,0,12,1.205967020173412,0.6062233782411072,6.82
15,1,21.773777317844733,37.33610034415344,1,0,4.654199881883111,1033.052636682361,0,22,0.3481199457488229,1.0051701933739106,6.91
37,2,26.283541575072647,84.42691993617525,4,0,1.8254210009694702,3034.981836283212,1,12,0.3608283385224884,1.6775235709531557,5.46
13,4,25.52865303841958,41.53062669538386,6,0,0.5,6161.51514738005,1,11,0.7458483385006012,0.36416345620279916,2.29
40,2,23.962752922576232,64.91446468286904,2,0,1.0125187055064366,4177.747716283225,1,2,0.8690923464176183,0.5850172313847165,4.09
8,4,26.223739993182658,82.33148738121025,1,1,0.7175411711985058,3432.4313280008682,0,5,0.18260120589384632,0.0962435148217562,3.3
5,5,27.151641929206722,51.83308777407912,1,0,2.916839551845308,4486.723347588497,0,8,0.27820482899215493,1.1200771328401768,5.51
9,2,26.970847992819657,44.197560406359244,0,0,2.597527813027598,2092.672963473506,0,16,1.3557087363501759,0.552747345829153,4.9
1,2,26.847521166987086,66.90941246879298,3,1,2.7171905248478483,2833.94104560172,0,20,0.0,0.8883507342685176,4.76
36,2,16.005927125450796,46.40088736005571,0,1,3.6259304579860467,2311.1534656984713,1,17,2.223884101729668,0.5967048047331716,6.45
35,3,12.544295190122021,42.0504043607012,6,0,4.128938900583763,3558.6105423485183,1,13,0.0,1.153192057240032,6.69
2,6,18.098862086674927,65.3809602115928,5,0,3.342955801767171,5931.1091669195885,0,3,1.7992087045400185,2.0681258606814605,9.06
40,4,19.71604559275547,66.29865344762376,5,0,3.235193292400771,4716.985704719561,0,17,1.5799384302992188,0.988727007667279,6.99
23,4,26.64299260523456,54.54391845872231,6,0,1.0259417202089058,4574.564264956909,1,9,0.91969219742004,0.9387465895414708,4.12
9,2,21.51757137686603,55.986971306723966,1,1,1.9914056307316828,3208.0749915030565,0,15,1.317163548415642,1.4284115688117496,5.78
34,3,19.600911929843264,57.50472309472863,5,0,3.8848215913074498,4935.664377769042,1,11,1.027405786025585,1.097655042690689,7.54
46,2,22.81766853051411,52.123813805269926,1,0,1.9503396624445641,3068.632950222371,0,18,0.855373036778827,1.4116547894236695,5.14
14,4,24.679155085808212,50.84052677503737,1,1,3.605554366736828,3754.670355002153,0,21,0.380212271395325,1.4241689285842558,6.36
4,6,25.878739212132192,34.666759615362636,2,0,2.623380766257902,4905.5312251202795,1,11,1.7271443282519519,0.0,5.43
30,6,19.934871521422775,44.04051545165902,0,0,3.2831859330888022,3902.677927140954,0,11,0.23573188416212765,1.5719553673255513,5.79
31,5,17.214928350330126,54.877309993383875,4,0,1.6281606488847253,5097.6094572836755,0,13,0.8652884838069728,0.6558543055181513,4.8
38,3,18.107238866083055,86.62130396747095,3,0,3.2631339337464995,3759.384113740115,0,12,1.5240312577830846,0.25496130513121806,6.71
11,6,22.600620904727847,37.839752411273494,3,0,1.8605225193160182,5629.499825770555,0,6,0.5887803243602239,0.907603886744554,3.93
35,3,16.73866512103001,47.57499554304014,2,0,2.730545508984611,4500.98076503601,1,22,1.2773230136839446,0.8332480628783385,6.07
8,2,26.741506552290907,35.59192730677012,0,0,2.470902560362553,2941.839210493209,0,8,0.23875517117775036,0.8999127800315188,3.74
3,5,16.78668946846188,23.82645070292409,3,0,3.6920381030160474,3347.9227227934352,0,0,0.6953981215533369,1.0287040533203364,5.82
14,4,14.212348384018503,75.78144004797053,1,0,3.3320726284267983,3732.2480287276762,1,6,1.1184199850239942,0.4602933564271322,6.76
13,6,22.776767884694813,62.95250879937282,6,1,0.734289396512458,5148.644773750313,1,8,0.05805987994525785,0.9141946481088082,3.41
45,6,20.61997192462546,75.32934660436021,0,0,1.6895998630702636,6204.845743797996,0,11,0.0,1.500921837308391,4.82
32,1,24.355991510694043,26.776040223987597,5,0,1.8641076979536166,2215.698088222211,0,23,0.7542496714993538,0.3031408004939821,3.27
34,4,19.504666157176796,64.48056765586108,3,0,3.1917394602164904,3536.520903085726,0,3,0.6797881915617163,0.0,4.6
45,6,24.01564777781733,87.07278280466905,0,0,2.0046391395039698,5471.538486710343,1,23,1.1212737691824517,0.713481863419874,6.3
19,6,27.036017892716185,69.38564299806889,2,1,1.410634782302565,3933.1169711996326,0,16,0.8963965062985477,0.5534992698787286,4.61
38,4,18.88326698270089,63.48034823396121,4,0,1.1353526357750794,3813.3215163038126,0,11,0.9299761029068239,1.2324249639542904,4.72
16,5,24.562937056598397,43.46619178379885,4,0,3.227353588708108,4689.400602440033,0,4,1.299266299882059,1.0942763726926525,6.48
2,3,30.978878883049532,76.8718290723248,0,0,0.5,2384.0827913767744,1,9,0.22810535472401006,2.1368110985812585,4.42
40,4,25.85661522522134,45.334354028333024,2,0,3.5551371302873145,4728.107471186631,0,22,0.818226509508229,0.0,5.92
17,3,18.033894337923403,62.56596355584486,3,1,1.21308810607045,4367.576159799302,0,13,1.297247939712628,1.281900239339344,4.97
34,5,23.674286351634876,39.4210460633692,1,0,2.052282291378722,4236.851920737758,1,1,0.2234930971820509,0.11275231032266864,3.55
42,5,15.49190026391522,53.55693758953167,6,0,1.3314964303838182,5296.655249770464,1,15,1.2911532433530746,0.4007184161553128,4.44
16,2,16.211476292263534,69.64937750892094,0,1,1.5808434252809058,3917.2866109464876,1,7,0.22138470252624975,2.236565334787331,5.65
38,1,29.458774319048967,68.55369993196226,6,0,2.276583796095414,4048.4083244669837,0,23,1.6107628644110514,0.743543613737826,5.49
2,5,24.039539400369843,55.2614727506359,0,0,2.3632703971811218,4216.683108478922,0,17,0.08369488807334857,0.42070149620019526,4.38
2,5,29.69190082089478,87.28469898583083,3,0,0.9536544197603067,1542.609131500898,0,19,1.6038949140703807,1.6980007747574533,5.98
26,3,24.130752082134173,51.8534511657385,1,0,2.0946302636067937,5257.431772272016,0,10,0.46876116639099463,1.4554003831827451,4.62
13,5,19.272946901583243,72.18516858805108,1,0,2.6032334506402037,4712.405215104911,0,12,1.8099378876636463,0.23025323268527587,5.6
47,4,22.215905736760917,46.56227690120898,3,0,2.967951804764879,4648.1248169764285,1,18,0.0,0.794755342071511,4.86
31,2,23.340657883285928,36.32959430386488,0,0,0.5,4408.537860089351,1,16,0.6497100588285134,1.3060747607157,3.39
34,2,33.068056018104116,52.00897974252083,6,0,2.021160624927245,5630.241361192445,0,22,2.0314021154977833,0.7383116460085057,5.01
39,4,25.5151163385369,29.785192883348344,3,0,0.5,4255.689976048977,0,12,1.166892719897631,0.0,2.51
3,6,18.282757710038744,59.81512466612481,4,0,1.9917652691206196,3742.86416640092,0,2,0.8632296397371668,0.706352503633579,4.99
8,5,21.033204389786313,56.60370875644464,6,1,2.0695372007435546,1918.9356417312497,0,11,1.417981917778453,1.178208561174799,5.52
23,1,24.363974998847265,64.25333468970729,3,0,3.129142563166703,2475.969323918028,0,15,2.1915973435684544,0.12880299394310712,6.42
14,5,16.559672164395334,54.79018817760916,2,0,3.4734254634281982,3634.338635945292,1,10,3.0,0.20504331092162598,7.86
27,2,21.91097779864483,50.52572954505166,0,1,1.4782097904629072,4119.870843148301,0,8,0.0,1.869612651794728,4.48
29,1,20.975935812164572,56.14285126027614,5,0,2.7942623724714144,3291.5559816185373,0,18,2.3623580470951495,1.675718956363232,7.35
39,6,24.428989701122312,71.95056596521592,5,0,3.1550108840914817,3724.2955672866115,0,12,1.6078927721557497,2.4400654734262814,9.03
39,3,21.50594743650214,70.37922197481653,2,0,1.7529508009628332,2914.6414333616863,1,16,1.3999349948296307,1.1045659067324387,5.45
1,3,15.009589266942132,74.17406445569279,0,0,3.2730054893040554,5133.050802606796,1,1,1.1146298161997656,0.0,5.71
17,5,21.772637157681075,21.132690043973554,0,0,2.6359673754507673,3658.1425791502265,0,5,2.5069281748789343,0.0,5.61
41,5,25.84117777193183,71.04721159050192,4,0,2.2265435998993808,5414.596077658813,0,17,1.0722902761043502,1.3603771364741561,6.29
30,1,29.22600864221426,65.45716766827768,3,0,2.6417622307591926,3685.371818733398,0,4,1.2422606823540385,1.420470006377168,6.55
13,1,26.81054556942613,85.70170227439428,5,1,0.9197982163163401,4434.54515520917,0,12,0.5329169394888966,0.7348311964207193,3.28
21,6,14.02129318268979,47.11641923393391,3,0,2.6404639245189636,4561.866077505089,0,15,1.8194735505492814,1.7216699288265174,6.33
19,5,15.318574340808935,50.46637816696864,5,0,1.6541966336711842,4192.660324922267,0,13,1.9557742398392313,1.0968977702709373,6.31
19,2,16.71378593699874,58.97775517617509,6,0,2.528828205423222,2675.0258096021175,0,2,2.2289987763980617,0.9499556078966087,6.57
25,3,29.52801856839563,20.0,5,0,2.0941802410707386,3589.827238877823,0,13,0.739121733983277,1.1302769704099478,4.19
22,6,24.474938048111706,20.0,5,0,2.7883922133450048,1507.8286325718127,1,20,0.239064078160522,1.3172491669657131,4.93
31,1,35.19660625555735,59.699155304968826,4,0,3.691869369794334,5971.130903049613,0,11,0.0,1.0060640148722122,5.82
17,2,28.42211096204928,37.61549490939672,4,0,2.6271389224861026,500.0,1,15,1.2082683063481148,0.0,4.38
23,5,22.476952986212588,34.92490968030951,1,0,3.5004523828256655,5010.392098032908,1,23,0.932172943816607,1.217616459469944,6.75
32,4,19.72259954049968,63.12707360226311,2,0,1.4770785502899753,4130.205162436311,1,3,0.9895905824992028,0.0,4.1
10,1,23.870853474081905,31.185284577842292,0,0,3.933679867697425,1916.1056808975623,1,16,0.0,0.8621248729399843,5.69
